2250176 32450 0.0 0 T
2250176 49844 0.0 0 T
2250176 83379 0.0 0 T
2250176 89177 0.0 0 T
2250176 109710 0.0 0 T
2250176 140481 0.0 0 T
2250176 151822 0.0 0 T
2250176 220612 0.0 0 T
2250176 244059 0.0 0 T
2250176 299852 0.0 0 T
2250176 361786 0.0 0 T
2250176 387502 0.0 0 T
2250176 393768 0.0 0 T
2250176 420965 0.0 0 T
2250176 515586 0.0 0 T
2250176 526331 0.0689143618049 2 T
2250176 593409 0.0 0 T
2250176 612679 0.0 0 T
2250176 652450 0.105419148411 5 T
2250176 730294 0.125257301071 2 T
2250176 791600 0.0 0 T
2250176 800235 0.0 0 T
2250176 815284 0.0 0 T
2250176 846473 0.0 0 T
2250176 969305 0.0 0 T
2250176 993019 0.130218209053 4 T
2250176 996342 0.0 0 T
2250176 1063568 0.127619296002 4 T
2250176 1069507 0.0 0 T
2250176 1079076 0.0 0 T
2250176 1085761 0.0848833832673 4 T
2250176 1092654 0.0766610083011 3 T
2250176 1103432 0.0 0 T
2250176 1106569 0.0 0 T
2250176 1124365 0.0 0 T
2250176 1177099 0.120742649688 4 T
2250176 1180494 0.0 0 T
2250176 1187993 0.107729672826 4 T
2250176 1249505 0.0 0 T
2250176 1271109 0.0 0 T
2250176 1425168 0.136286108391 6 T
2250176 1525049 0.0 0 T
2250176 1552658 0.0 0 T
2250176 1570889 0.0 0 T
2250176 1588909 0.107196446616 4 T
2250176 1618948 0.0 0 T
2250176 1642704 0.101616068775 6 T
2250176 1696422 0.0 0 T
2250176 1731630 0.0 0 T
2250176 1735762 0.0 0 T
2250176 1747553 0.109022884497 5 T
2250176 1766271 0.0 0 T
2250176 1794763 0.0 0 T
2250176 1877215 0.0 0 T
2250176 1887599 0.0 0 T
2250176 1917860 0.0 0 T
2250176 1929886 0.0 0 T
2250176 1991796 0.0 0 T
2250176 2026157 0.0 0 T
2250176 2110863 0.0 0 T
2250176 2136016 0.0 0 T
2250176 2152715 0.0 0 T
2250176 2241352 0.0 0 T
2250176 32098 0.112697168618 4 F
2250176 66992 0.0 0 F
2250176 187548 0.0764641865978 2 F
2250176 249298 0.0 0 F
2250176 302195 0.0 0 F
2250176 349812 0.0 0 F
2250176 351594 0.0 0 F
2250176 447728 0.0 0 F
2250176 575476 0.0 0 F
2250176 683692 0.0 0 F
2250176 781192 0.0 0 F
2250176 795168 0.0 0 F
2250176 852680 0.0 0 F
2250176 890891 0.0 0 F
2250176 920862 0.104594591963 2 F
2250176 1080081 0.0 0 F
2250176 1128669 0.132205124953 4 F
2250176 1190070 0.0 0 F
2250176 1208783 0.0825838781949 2 F
2250176 1288586 0.0 0 F
2250176 1499112 0.0 0 F
2250176 1633597 0.0 0 F
2250176 1731704 0.132417414009 6 F
2250176 1781637 0.0 0 F
2250176 1801578 0.104606147148 2 F
2250176 1853192 0.0 0 F
2250176 1941222 0.132205124953 4 F
2250176 1952817 0.0 0 F
2250176 1980409 0.0 0 F
2250176 2011856 0.126375923354 2 F
2250176 2128949 0.106420667079 4 F
2250176 2208845 0.0 0 F
2250176 2209667 0.0 0 F
1712770 8356 0.127221310967 4 T
1712770 13378 0.0 0 T
1712770 46277 0.0 0 T
1712770 132744 0.0960933004776 2 T
1712770 152813 0.0 0 T
1712770 230887 0.0 0 T
1712770 317219 0.146080156384 4 T
1712770 334634 0.143863715937 6 T
1712770 377656 0.0 0 T
1712770 390156 0.0 0 T
1712770 390717 0.121203897929 4 T
1712770 394129 0.154125393625 4 T
1712770 398776 0.0 0 T
1712770 406801 0.145833826619 4 T
1712770 415207 0.146080156384 4 T
1712770 432309 0.0 0 T
1712770 436659 0.178534267952 4 T
1712770 525727 0.0 0 T
1712770 539362 0.151680173265 5 T
1712770 597026 0.0 0 T
1712770 600060 0.0 0 T
1712770 615931 0.130643129118 4 T
1712770 748123 0.14015053523 3 T
1712770 841724 0.0 0 T
1712770 847207 0.0 0 T
1712770 867700 0.0 0 T
1712770 868522 0.0 0 T
1712770 1106562 0.151625319706 4 T
1712770 1166074 0.0 0 T
1712770 1207101 0.0 0 T
1712770 1260090 0.0 0 T
1712770 1309590 0.14576748652 4 T
1712770 1310729 0.0 0 T
1712770 1367357 0.0 0 T
1712770 1402060 0.152878026774 3 T
1712770 1475129 0.0 0 T
1712770 1613861 0.114842615226 1 T
1712770 1655505 0.0 0 T
1712770 1742796 0.0 0 T
1712770 1771418 0.0 0 T
1712770 1820473 0.0 0 T
1712770 1886671 0.0 0 T
1712770 1919191 0.0 0 T
1712770 1967995 0.0 0 T
1712770 1973264 0.0 0 T
1712770 2001208 0.0 0 T
1712770 2008670 0.156880881509 3 T
1712770 2051526 0.135429132799 2 T
1712770 2182108 0.0 0 T
