AuthorId,PaperIds
2080775,1047104 2200312 280462 1467879
1449997,91303 639893 278509 347655 521425 573804 705603 1139266 1146998 1167317 1280836 1775141 1782311 1820969 2092083 2095772 2104398 2105911 2221775 92678 1451236 2155392 68165 100922 180935 362613 367603 416445 593640 615668 656215 673101 745076 800233 825094 854665 862109 901232 1036947 1084010 1097999 1138254 1148497 1184114 1257890 1279978 1280506 1428408 1469797 1610730 1635899 1730862 1755607 1844581 1865740 1965371 1996329 2069163 2099907 2169229 2199312 2256027 49808 508399 1280735 1361252 1654274 308173 846769 2017920 105701 359251 373182 1310231 1829174 1874320 2011324 309836 2086480 2238546 942094 1169850 1573677 506329 1233667 1493539 1517321 1778740 1808375 2193101 2154495 136615 228628 903714 1463279 1998497 296180 1249533 1896408 1212140 110464 514112 679601 911506 1023448 1133014 1272178 1289494 1481422 1528971 1526929 1767949 889233 907858 2142830 708423 1108879 499044 1796006 2076475 177868 294614 890376 1274537 792080 1351112 534272 1631830 584145 1156673 677302 284416 1385325 1783148 2217498 19685 486709 960257 1497272 2226595 56620 341631 1403571 1860884 2020270 533284 1619770 557671 415226 4449 634800 1037916 1197674 1629445 2014781 1352391 1378307 1573557 1737646 1878050 233113 466488 1582153 621494 740570 983689 1139898 120646 200180 386399 987501 1030570 1098736 2068775 769393 564160 131780 184116 505648 1009518 1298837 1818632 1919320 1938822 1956006 2166429 2208799 1608550 10821 474284 519686 1268714 150678 610954 949588 977723 836226 1346062 1996679 801692 1122925 712114 2246338 178846 491778 882996 2117011 200929 910361 530917 817651 1434269 1703897 1886337 2258855 830901 121710 231011 1518830 1324722 664519 892111 1257143 640020 398755 325566 783621 1548583 781436 1389825 1791967 1718292 1878055 1565250 777932 2234715 406487 1512168 1569718 239245 1144918 809918 1353610 2227394 435540 1392515 377119 722753 1118986 1152366 1005650 119775 462957 514773 932100 1084472 1123626 1258401 1377750 1566195 1877715 1105980 1565222 249384 1336240 1860361 948733 1047263 279430 1108868 2239685 2141453 2175781 1134778 1064641 1350192 1539429 1349016 1421643 949419 1638716 57616 581863 997095 140233 1311344 18780 1266168 568550 1589355 1926804 1722180 1726513 1314969 1484544 2104115 794032
1646608,1214962 1353294 2010045 920493 86274 937798 1109704 108069 1276973 1726576 637230 1326853 1222335 337144 154185 452542 2104510 55289
548881,123113 859025 936276 1047577 1047577 10951 10951 241424 769886 897748 910089 2145231 402538 782302 1810044 2019446 550461 2171448 1206789 1206789 1988146 1199770 1856008 777515 1583546 1748394 2071145 2228841 2228841 1832338 1734866 267733 1064813 1517362 1486126 25095 661358 1662128 1149972 1355566 375198 561905 1290332 744232 678591 1335059 1407349 1079278 561595 984197 1018076 18338 308398 892266 1235168 1651731 1365608 1708010 1717926 112974 125040 1025304 2148361 394121 1797748
1409048,1509560 774860 774860 774860 1259500 1259500 1259500 340873 340873 340873 1995531 1995531 1995531 1658596 1658596 1658596 1040223 1040223 1040223 1086416 1086416 1086416 1867262 1867262 1867262
1105949,887268 1765928 470196 106577 881854 1772198 303443 1112361 326936 1508783 554949 1236126 1261968 637053 442334 928159 252862 1723984 308939 851741 910272 1937779 1959935
286759,1736484 2135477 1804797 1482575 2063392 1922137 2071962 1645200 1060946 1664197 827692 1059519 1086880 1370811 667657 2035525 2236050 938315 1195279
950318,1316908 1349883 772812
41009,2234486 1474631 656419 1592115 1994425 2034501 199656 1819448 330114 2080354 863425 643702 1308254 246701 637278 1531457 1573546 336248 1839925 827041 1956351 2124527 1934756 1029758 1258284 1862142 644357 926841 2181493 114875 56140 428606 1225680 1398925 2228833 1375484 376081 915032 84587 1503866 2097253 1176104 2038704 261035 253685 253685 1492021 1698249 1138474 2026989 129720 1357171 2058482
55,191340 1705250 68389 529078 1917226 1963658 2242701 2253161 2145125 507841 889545 1958000 847068 1087938 649131 362297 1303769 1988643 2089307 981085 1051834 1809054 1993390 2001206 243218 596639 701621 707333 739353 791391 844326 860343 1175552 1234065 1311582 1330500 1355338 1389913 1480374 1686687 1704638 2135162 2172944 366499 533875 1348168 1953648 2243047 602590 742557 1149308 1265959 1292671 1358761 1401976 1441833 1505207 1513936 1619343 1671418 1728999 1914211 1923712 2020050 2188615 2239080 47028 157653 269210 2185666 545233 1157610 1224720 1369596 1709794 2161270 42966 217562 341809 367455 393613 666181 768943 836932 839470 1224097 1334565 1845348 2107137 2152937 1409438 1819740 136767 518886 633416 161497 1079496 1315957 1762246 248390 500411 1748110 250051 251879 374924 1296398 24074 40294 389256 415449 1038114 1221789 1358815 2050391 655318 1374577 418934 468963 671895 816840 1258466 160532 449667 590988 1124696 1218501 1691264 129165 914441 1017616 1030869 1253687 1333822 1402396 1453295 1484358 1645597 1844943 1868160 1996769 2130152 2133149 2160386 294906 55193 82669 128962 275203 400432 415677 433440 548812 605718 761011 782195 869430 916062 998325 1028676 1246911 1279252 1334503 1412697 1432571 1487068 1503094 1514435 1796849 1813933 1842828 2116002 2169279 2060463 1111248 2248734 396571 600343 1236357 1536069 1709669 801400 1314361 1604996 188583 441364 1002385 1235117 1341262 1978555 122970 164850 178422 222469 330142 337774 413987 1291570 1318932 1421288 1516256 327786 443903 1575412 947880 2067435 1246558 2101279 1596644 1842680 138408 185529 341916 563378 636227 716659 778260 857434 1040990 1394715 1470552 1495079 1598603 1779715 2139275 2188967 571156 801725 1173588 1268918 1290673 1315501 1212786 1226103 1473948 1767867 2071330 348351 419865 569738 1130940 1147447 873533 951610 991821 1129545 1406810 1740617 2052277 375645 838147 1114808 1715897 1846507 2239313 144775 1006063 1404308 1488589 360278 589720 609556 847721 1113127 1134037 2148216 2182966 1389430 75356 156007 837051 2219269 25103 36459 809176 836220 1347683 1521193 1600372 1805568 224005 360533 429669 1318181 69178 179163 1232116 1306853 2061699 145200 368324 427328 538215 569149 590824 674836 766130 778747 787670 842748 933473 1068666 1309499 1503337 1567825 2047193 109868 282173 327692 391076 1561133 1905878 617344 767668 1909176 75169 167677 402085 424703 530550 561429 618099 645843 847749 878611 878853 1065523 1131277 1162408 1182092 1254356 1390814 1545364 1629211 1647435 1674347 1692285 1704151 1807352 1892017 1935912 1964990 2020967 2069862 2088058 2097673 2223355 2233795 1003588 1627327 153324 285210 427091 629576 1598529 1634096 2227977 652442 852486 855331 949475 311565 1998820 2213984 82789 283152 599636 733638 862499 1309753 1475480 1613009 2078331 1457884 501918 313273 580095 745317 1373323 1420910 400429 1200417 1971149 2149929 2160850 2203516 95899 178136 443598 452096 567439 812510 1117699 1120846 1464112 462613 690310 836602 1258087 1324071 1617887 1639193 440944 487867 607208 616823 762178 787757 919007 1051041 1267968 1572902 1618919 1647084 2043565 2086146 2139295 50011 169774 197854 267444 292208 372043 491228 627473 749124 965304 1417252 2092511 2228319 1208855 293806 375494 441057 478547 640178 1263351 1384633 1426341 1689507 151248 520682 1166498 2188174 1106983 1170435 1350211 1425243 1537119 2235159 433613 657724 108616 662811 1127766 1587177 939887 757830 1165889 697076 1477509 1791611 2010142 2140444 423069 810770 380270 542459 1336245 1973900 2126038 1000445 1321344 1330055 1754410 1792050 19294 20444 222631 300323 1058628 1845523 68780 228600 411010 494493 583593 787171 1039736 1044866 1079484 1213444 110515 295041 685489 1012283 1283236 1490929 102768 258012 2006004 2014129 2172928 1639061 1871885 1961041 1976657 2054919 520007 944768 166298 913529 1412366 209987 861633 1471568 1561911 1562350 1609130 577846 600193 1247571 1501821 1874507 2254072 1368392 1974662 744480 2100017 1717868 372994 753581 1272277 824805 52775 77268 264821 446774 601175 1637203 2169998 1696592 1886009 1930652 515706 918326 1032043 1200622 1340284 1669282 2033860 699144 823685 2001305 372836 1598298 25304 391835 479932 686632 1088098 1204075 1275261 1618867 1988335 2025947 241121 317855 322106 566388 683325 732607 803603 849805 885156 1034482 1131748 1153819 1231449 1231847 1287246 1338645 1392908 1481605 1737538 1912963 2069581 2144025 2170187 2209422 2228219 2232203 401485 434161 434255 493623 511272 529900 605597 640883 649955 651888 717808 720336 733374 747730 783611 794747 800859 805860 898876 1058984 1095626 1169763 1183554 1230662 1268197 1294041 1299922 1376095 1482854 1507925 1559958 1564558 1605108 1611534 1638417 1665586 1768979 1782482 2187821 2189241 2238930 2507 15471 85184 138526 139335 178497 299391 312517 341776 369796 397455 417586 464497 493921 558232 810900 819589 821861 824229 860367 867779 869813 883792 973193 1057692 1081944 1281589 1328475 1360578 1493998 1588620 1614166 1659666 1690254 1693618 1705023 1743955 1822770 1874629 1883848 2031585 2221713
