AuthorId,PaperIds
2080775,1047104 2200312 280462 1467879
1449997,92678 121710 178846 180935 231011 278509 308173 347655 491778 639893 640020 656215 673101 800233 846769 862109 882996 889233 907858 1097999 1139266 1144918 1146998 1148497 1184114 1257143 1257890 1280836 1310231 1324722 1353610 1518830 1548583 1775141 1782311 1820969 1844581 2011324 2017920 2092083 2095772 2105911 2117011 2142830 2154495 2221775 2227394 359251 131780 150678 184116 505648 610954 712114 949588 977723 983689 1009518 1298837 1818632 1919320 1938822 1956006 2166429 2208799 2246338 49808 508399 615668 1169850 1212140 1280735 1361252 1469797 1654274 705603 2104398 1005650 1233667 1565222 1730862 1783148 1829174 1860361 2217498 521425 1451236 466488 1526929 1767949 2020270 534272 1631830 110464 679601 228628 296180 903714 68165 91303 100922 309836 362613 367603 416445 573804 593640 745076 825094 854665 901232 1036947 1084010 1138254 1279978 1280506 1428408 1573677 1610730 1635899 1755607 1865740 1965371 1996329 2069163 2086480 2099907 2169229 2199312 2238546 2256027 239245 781436 1389825 1569718 1791967 1167317 2155392 1493539 284416 664519 769393 892111 1385325 708423 373182 1108879 1133014 1197674 1289494 2193101 56620 1582153 1349016 1638716 997095 1350192 57616 942094 1311344 1539429 136615 506329 1463279 1481422 1517321 1778740 1808375 514112 1896408 377119 557671 621494 722753 740570 801692 1118986 1122925 1152366 1249533 1268714 1378307 1573557 1737646 1796006 1878050 4449 105701 398755 415226 584145 792080 1156673 1351112 2234715 1926804 19685 341631 435540 677302 830901 1139898 1403571 1512168 1608550 1860884 1998497 406487 1392515 10821 119775 120646 200180 200929 386399 462957 474284 486709 499044 514773 519686 530917 634800 817651 836226 910361 911506 932100 960257 987501 1023448 1030570 1037916 1084472 1098736 1123626 1258401 1272178 1346062 1352391 1377750 1434269 1497272 1528971 1566195 1629445 1703897 1718292 1877715 1878055 1886337 1996679 2014781 2068775 2076475 2226595 2258855 533284 1619770 177868 294614 890376 1274537 325566 777932 783621 1565250 1874320 1266168 1726513 568550 1589355 1722180 1421643 233113 564160 581863 1105980 1108868 1134778 2239685 249384 809918 948733 1064641 2175781 949419 279430 1047263 1336240 140233 2141453 1484544 18780 1314969 2104115 794032
1646608,1109704 920493 1353294 2010045 108069 637230 1214962 1276973 937798 1726576 55289 86274 337144 1222335 1326853 154185 452542 2104510
548881,10951 10951 561595 984197 1335059 1517362 375198 1079278 859025 25095 123113 661358 18338 241424 308398 892266 1018076 1407349 112974 402538 782302 2019446 910089 1047577 1047577 678591 2171448 1290332 2228841 2228841 777515 1206789 1206789 1583546 1734866 1810044 2071145 394121 1797748 1199770 1856008 897748 936276 1486126 125040 1025304 1149972 1717926 550461 1988146 1365608 1708010 2145231 1235168 1651731 744232 769886 561905 1355566 267733 1064813 1748394 1832338 1662128 2148361
1409048,1040223 1040223 1040223 1086416 1086416 1086416 340873 340873 340873 1867262 1867262 1867262 1658596 1658596 1658596 1995531 1995531 1995531 774860 774860 774860 1259500 1259500 1259500 1509560
1105949,1772198 106577 470196 887268 1765928 881854 1112361 303443 326936 851741 910272 442334 1236126 1261968 1937779 308939 554949 928159 637053 1508783 1959935 252862 1723984
286759,1482575 1736484 1645200 1804797 2063392 1922137 667657 2035525 1060946 1664197 1059519 2071962 2135477 827692 1086880 1370811 1195279 938315 2236050
950318,772812 1316908 1349883
41009,863425 1029758 2124527 199656 2034501 336248 643702 1308254 1138474 1698249 84587 1531457 246701 656419 1474631 1503866 2097253 1492021 114875 428606 1225680 376081 915032 1375484 1839925 2228833 1592115 1862142 1956351 1994425 2080354 253685 253685 261035 2038704 330114 637278 827041 926841 1573546 1819448 2234486 1934756 644357 1398925 1258284 2181493 56140 2026989 1357171 2058482 129720 1176104
55,1420910 285210 1006063 2145125 368324 538215 674836 2253161 283152 501918 507841 1404308 360278 847721 1068666 1134037 360533 1314361 1575412 1767867 2060463 243218 596639 701621 707333 739353 767668 791391 844326 860343 1003588 1175552 1234065 1311582 1330500 1355338 1389913 1480374 1627327 1686687 1704638 2135162 2172944 1258087 282173 1226103 1473948 1111248 855331 949475 75356 68389 138408 185529 341916 529078 563378 602590 636227 716659 742557 778260 857434 1040990 1149308 1246558 1265959 1292671 1358761 1394715 1401976 1441833 1470552 1495079 1505207 1513936 1598603 1619343 1671418 1728999 1779715 1914211 1923712 1963658 2020050 2139275 2188615 2188967 2239080 144775 1598529 109868 42966 69178 179163 217562 341809 367455 393613 666181 768943 836932 837051 839470 1224097 1232116 1306853 1334565 1845348 1917226 2061699 2107137 2152937 2219269 2067435 224005 2020967 2097673 24074 40294 375645 389256 415449 838147 1038114 1114808 1221789 1358815 1715897 1846507 2050391 2239313 55193 75169 82669 128962 167677 275203 400432 402085 415677 424703 433440 530550 548812 561429 605718 618099 645843 761011 782195 869430 878611 878853 916062 998325 1028676 1065523 1131277 1162408 1182092 1246911 1254356 1279252 1334503 1390814 1412697 1432571 1487068 1503094 1514435 1629211 1647435 1674347 1692285 1704151 1796849 1807352 1813933 1842828 1892017 1935912 1964990 2069862 2088058 2116002 2169279 2233795 2242701 122970 129165 164850 178422 222469 294906 330142 337774 396571 413987 600343 914441 1017616 1030869 1236357 1253687 1291570 1318932 1333822 1402396 1421288 1453295 1484358 1516256 1536069 1645597 1709669 1844943 1868160 1996769 2130152 2133149 2160386 478547 520682 251879 362297 374924 801725 981085 1157610 1224720 1296398 1303769 1315957 1809054 1993390 2101279 2148216 2243047 787757 1051041 2006004 68780 494493 787171 1213444 372043 662811 1127766 423069 542459 1336245 1488589 2182966 191340 873533 951610 991821 1129545 1406810 1705250 1740617 2052277 110515 1490929 1958000 657724 589720 1973900 947880 1315501 2227977 188583 441364 1002385 1235117 1341262 1596644 1842680 1978555 801400 102768 258012 427328 569149 590824 778747 787670 842748 1309499 1503337 1567825 400429 2149929 757830 1212786 433613 1639061 2014129 2054919 2254072 178136 2223355 197854 1475480 47028 157653 269210 366499 533875 545233 1348168 1369596 1709794 1953648 1988643 2071330 2161270 2248734 151248 25103 36459 348351 419865 569738 809176 836220 1130940 1147447 1347683 1521193 1600372 1805568 1268918 1106983 1170435 1350211 600193 655318 1247571 2001206 250051 1324071 685489 1012283 580095 1998820 160532 449667 590988 1218501 1691264 607208 228600 944768 1464112 1537119 391076 567439 375494 1426341 520007 311565 313273 629576 745317 847749 1373323 1501821 1874507 487867 2139295 169774 418934 468963 491228 671895 762178 816840 965304 1258466 1417252 1647084 145200 609556 627473 933473 1113127 50011 267444 292208 2092511 2228319 441057 19294 295041 136767 161497 248390 500411 518886 633416 889545 1079496 1124696 1374577 1409438 1604996 1748110 1762246 1819740 156007 443598 452096 1117699 1120846 939887 1425243 1791611 733638 1617887 1971149 2213984 1384633 1689507 429669 1318181 25304 566388 1988335 2170187 1587177 440944 1051834 1309753 1609130 1618919 2043565 2086146 2089307 2140444 649131 95899 812510 749124 847068 617344 327692 1909176 427091 1545364 1165889 1976657 411010 1039736 1044866 2010142 1166498 2188174 1087938 1200417 766130 1905878 209987 861633 1079484 1471568 1561911 1562350 2047193 300323 616823 919007 1000445 1283236 1321344 1792050 1845523 2160850 2203516 82789 862499 1389430 1613009 2078331 824805 1696592 153324 1634096 20444 1058628 1330055 2126038 443903 108616 913529 1412366 1871885 1961041 599636 652442 852486 1561133 222631 583593 690310 697076 810770 1477509 1754410 651888 686632 717808 733374 747730 794747 918326 1058984 1183554 1231449 1294041 1376095 1559958 1564558 1768979 1782482 1912963 2187821 577846 2185666 327786 571156 1173588 1290673 1457884 1208855 77268 372836 401485 434161 493623 511272 515706 529900 605597 640883 649955 699144 720336 753581 783611 823685 898876 1032043 1095626 1200622 1268197 1299922 1340284 1392908 1482854 1507925 1605108 1611534 1637203 1638417 1665586 1669282 1974662 2001305 2169998 2232203 2238930 1267968 1572902 462613 836602 1639193 293806 640178 1263351 2235159 380270 2172928 166298 52775 241121 264821 317855 372994 391835 446774 601175 744480 1034482 1131748 1231847 1272277 1338645 1368392 1598298 1737538 1886009 1930652 2033860 2069581 2100017 2228219 2507 15471 85184 322106 824229 860367 869813 883792 1057692 1081944 1275261 1493998 1659666 1690254 1693618 2221713 138526 139335 178497 299391 312517 341776 369796 397455 417586 434255 464497 479932 493921 558232 683325 732607 800859 803603 805860 810900 819589 821861 849805 867779 885156 973193 1088098 1153819 1169763 1204075 1230662 1281589 1287246 1328475 1360578 1481605 1588620 1614166 1618867 1705023 1717868 1743955 1822770 1874629 1883848 2025947 2031585 2144025 2189241 2209422
