AuthorId,PaperIds
2080775,1047104 2200312 280462 1467879
1449997,573804 800233 1097999 1257890 2154495 278509 308173 347655 639893 1139266 1146998 1233667 1280836 1775141 1782311 1820969 2017920 2092083 2095772 2105911 2221775 705603 2104398 521425 1451236 68165 91303 100922 309836 362613 367603 416445 593640 745076 825094 854665 901232 1036947 1084010 1138254 1279978 1280506 1428408 1573677 1610730 1635899 1755607 1865740 1965371 1996329 2069163 2086480 2099907 2169229 2199312 2238546 2256027 92678 942094 1310231 49808 508399 615668 1169850 1212140 1280735 1361252 1469797 1654274 359251 708423 2193101 534272 1631830 180935 656215 673101 846769 862109 1148497 1184114 1844581 110464 679601 373182 2011324 514112 1896408 1108879 1289494 1167317 2155392 136615 506329 1133014 1463279 1481422 1493539 1517321 1778740 1808375 377119 557671 621494 722753 740570 801692 1118986 1122925 1152366 1249533 1268714 1378307 1573557 1737646 1796006 1878050 4449 105701 398755 415226 584145 792080 1156673 1351112 2234715 1783148 2217498 889233 907858 2142830 56620 1829174 19685 341631 435540 677302 830901 1139898 1403571 1512168 1608550 1860884 1998497 177868 294614 890376 1274537 228628 296180 903714 1730862 533284 1619770 10821 119775 120646 200180 200929 386399 462957 474284 486709 499044 514773 519686 530917 634800 817651 836226 910361 911506 932100 960257 987501 1023448 1030570 1037916 1084472 1098736 1123626 1258401 1272178 1346062 1352391 1377750 1434269 1497272 1528971 1566195 1629445 1703897 1718292 1877715 1878055 1886337 1996679 2014781 2068775 2076475 2226595 2258855 1526929 1767949 809918 325566 777932 783621 1582153 1565250 1874320 1197674 284416 664519 769393 892111 1385325 406487 1392515 466488 2020270 640020 1257143 1548583 233113 564160 1353610 131780 150678 184116 505648 610954 712114 949588 977723 983689 1009518 1298837 1818632 1919320 1938822 1956006 2166429 2208799 2246338 1565222 1860361 1005650 121710 178846 231011 491778 882996 1324722 1518830 2117011 1144918 2227394 279430 239245 781436 1389825 1569718 1791967 948733 1108868 1105980 2239685 581863 1134778 949419 2175781 249384 1047263 1336240 1064641 2141453 140233 18780 1266168 1726513 1349016 1638716 1926804 997095 1350192 1539429 1421643 57616 1311344 1314969 568550 1484544 1589355 1722180 2104115 794032
1646608,1353294 920493 2010045 1109704 108069 637230 937798 1726576 1276973 86274 1326853 1214962 154185 337144 1222335 2104510 452542 55289
548881,2171448 550461 769886 2145231 897748 1988146 910089 1199770 1856008 859025 1583546 1734866 402538 782302 2019446 2071145 2228841 2228841 123113 777515 1047577 1047577 1206789 1206789 1832338 1064813 1748394 267733 1486126 1662128 1810044 25095 661358 561905 1355566 1517362 984197 1335059 1149972 1290332 936276 241424 1407349 1365608 1708010 561595 375198 744232 1018076 1235168 1651731 308398 892266 18338 1079278 394121 1797748 10951 10951 125040 1025304 1717926 112974 678591 2148361
1409048,1509560 1259500 1259500 1259500 1086416 1086416 1086416 774860 774860 774860 1658596 1658596 1658596 1995531 1995531 1995531 340873 340873 340873 1867262 1867262 1867262 1040223 1040223 1040223
1105949,1765928 1772198 470196 887268 106577 881854 1112361 303443 326936 1261968 637053 554949 1236126 1508783 308939 928159 252862 442334 851741 910272 1723984 1937779 1959935
286759,1482575 1922137 1645200 1804797 2063392 1736484 1060946 1664197 1059519 2071962 2135477 827692 667657 2035525 2236050 1086880 1370811 1195279 938315
950318,772812 1316908 1349883
41009,656419 1994425 246701 1531457 1934756 1862142 1029758 336248 643702 1308254 2124527 330114 863425 1956351 1819448 926841 199656 2034501 2234486 56140 1573546 428606 1225680 1258284 114875 2181493 637278 644357 376081 915032 1375484 1839925 2228833 1592115 1398925 827041 1503866 2097253 2080354 261035 2038704 253685 253685 1176104 1357171 1474631 84587 1492021 1138474 1698249 2026989 129720 2058482
55,2001206 418934 468963 671895 816840 1258466 160532 449667 590988 1218501 1691264 1051834 2089307 2060463 1111248 1314361 1575412 1767867 1157610 2185666 55193 75169 82669 128962 167677 275203 400432 402085 415677 424703 433440 530550 548812 561429 605718 618099 645843 761011 782195 869430 878611 878853 916062 998325 1028676 1065523 1131277 1162408 1182092 1246911 1254356 1279252 1334503 1390814 1412697 1432571 1487068 1503094 1514435 1629211 1647435 1674347 1692285 1704151 1796849 1807352 1813933 1842828 1892017 1935912 1964990 2069862 2088058 2116002 2169279 2233795 2242701 243218 596639 701621 707333 739353 767668 791391 844326 860343 1003588 1175552 1234065 1311582 1330500 1355338 1389913 1480374 1627327 1686687 1704638 2135162 2172944 282173 1226103 1473948 374924 1296398 68389 138408 185529 341916 529078 563378 602590 636227 716659 742557 778260 857434 1040990 1149308 1246558 1265959 1292671 1358761 1394715 1401976 1441833 1470552 1495079 1505207 1513936 1598603 1619343 1671418 1728999 1779715 1914211 1923712 1963658 2020050 2139275 2188615 2188967 2239080 1315957 75356 122970 129165 164850 178422 222469 294906 330142 337774 396571 413987 600343 914441 1017616 1030869 1236357 1253687 1291570 1318932 1333822 1402396 1421288 1453295 1484358 1516256 1536069 1645597 1709669 1844943 1868160 1996769 2130152 2133149 2160386 567439 42966 69178 179163 217562 341809 367455 393613 666181 768943 836932 837051 839470 1224097 1232116 1306853 1334565 1845348 1917226 2061699 2107137 2152937 2219269 109868 224005 2020967 1309753 2097673 24074 40294 375645 389256 415449 838147 1038114 1114808 1221789 1358815 1715897 1846507 2050391 2239313 2067435 368324 538215 674836 2253161 1006063 2145125 2243047 360533 1409438 1819740 855331 949475 847749 156007 251879 629576 1303769 391076 1537119 1464112 427328 569149 590824 778747 787670 842748 1309499 1503337 1567825 136767 360278 633416 847721 1134037 947880 1315501 2227977 662811 1127766 429669 440944 518886 545233 1318181 1369596 1618919 2043565 2086146 2248734 188583 441364 1002385 1235117 1341262 1596644 1842680 1978555 2182966 191340 873533 951610 991821 1129545 1406810 1705250 1740617 2052277 1106983 1170435 1350211 366499 766130 1905878 362297 1988643 250051 533875 589720 889545 1079496 1348168 1953648 144775 313273 1224720 1268918 1404308 47028 311565 616823 919007 655318 801400 1809054 1993390 161497 690310 745317 1373323 1762246 169774 491228 762178 965304 1417252 1647084 248390 1748110 327692 2071330 2160850 2203516 500411 617344 801725 981085 1374577 1545364 1909176 609556 1113127 427091 157653 269210 1420910 283152 443903 501918 507841 1212786 1488589 1604996 25103 36459 348351 419865 569738 809176 836220 1130940 1147447 1347683 1521193 1600372 1805568 2148216 1389430 1475480 607208 1637203 1709794 2161270 327786 1068666 285210 1124696 145200 933473 2101279 2223355 1598529 1258087 1368392 733638 744480 77268 1425243 2213984 372994 1272277 1669282 1173588 1998820 153324 1634096 372836 446774 571156 1290673 1617887 82789 2078331 697076 1477509 2169998 178136 487867 601175 2139295 52775 443598 452096 1032043 1117699 1120846 264821 1087938 1200417 293806 640178 1263351 400429 2149929 753581 1324071 515706 2100017 918326 19294 95899 812510 433613 478547 599636 1340284 1384633 1689507 50011 267444 292208 2092511 2228319 295041 423069 1971149 2033860 1988335 1166498 2188174 699144 757830 1200622 228600 520007 749124 847068 580095 652442 852486 1958000 2140444 222631 1457884 2001305 380270 520682 810770 1587177 823685 862499 1088098 1613009 1618867 2047193 2054919 1208855 108616 151248 166298 1267968 1275261 1572902 583593 566388 20444 577846 649131 944768 1058628 1330055 1561133 1639061 2014129 2126038 25304 2170187 300323 627473 1845523 1754410 686632 1204075 1283236 1886009 375494 1426341 1974662 2025947 462613 836602 1639193 542459 913529 1336245 1412366 1791611 1973900 2010142 2172928 2235159 372043 787757 1051041 68780 494493 685489 787171 1012283 1213444 102768 209987 258012 411010 600193 861633 939887 1039736 1044866 1165889 1247571 1471568 1561911 1562350 1782482 2006004 110515 1490929 1287246 1609130 1871885 1961041 2254072 138526 178497 441057 657724 805860 1000445 1183554 1321344 1501821 1737538 1792050 1874507 197854 417586 434161 493921 511272 640883 973193 1079484 1153819 1268197 1299922 1482854 1564558 1588620 1665586 1705023 1976657 2031585 2069581 2209422 2232203 241121 317855 1338645 2228219 2507 15471 85184 139335 299391 312517 322106 341776 369796 391835 397455 401485 434255 464497 479932 493623 529900 558232 605597 649955 651888 683325 717808 720336 732607 733374 747730 783611 794747 800859 803603 810900 819589 821861 824229 824805 849805 860367 867779 869813 883792 885156 898876 1034482 1057692 1058984 1081944 1095626 1131748 1169763 1230662 1231449 1231847 1281589 1294041 1328475 1360578 1376095 1392908 1481605 1493998 1507925 1559958 1598298 1605108 1611534 1614166 1638417 1659666 1690254 1693618 1696592 1717868 1743955 1768979 1822770 1874629 1883848 1912963 1930652 2144025 2187821 2189241 2221713 2238930
