AuthorId,PaperIds
2080775,1047104 2200312 280462 1467879
1449997,91303 639893 901232 1036947 1084010 1138254 1139266 1146998 1167317 1279978 1280506 1280836 1428408 1573677 1610730 1635899 1755607 1775141 1782311 1865740 1965371 1996329 2017920 2069163 2086480 2092083 2095772 2099907 2104398 2105911 2155392 2169229 2199312 2238546 2256027 949588 977723 983689 1009518 1298837 1818632 1919320 1956006 2166429 2208799 882996 1324722 1518830 2117011 1148497 1184114 1212140 1280735 1361252 1469797 1654274 1844581 49808 508399 615668 800233 105701 68165 100922 233113 284416 308173 309836 347655 362613 367603 416445 499044 564160 593640 664519 745076 769393 825094 854665 1097999 1257890 2154495 1389825 1569718 1783148 2217498 892111 1385325 1820969 1526929 1767949 705603 1289494 1392515 1257143 1548583 1829174 2246338 889233 2142830 2193101 1197674 1310231 1133014 1134778 1233667 997095 2221775 1169850 1539429 2020270 907858 2011324 110464 679601 521425 1311344 1589355 1722180 1631830 359251 942094 1730862 656215 948733 325566 777932 783621 1463279 1481422 1517321 1778740 1808375 514112 406487 136615 506329 640020 121710 178846 231011 466488 491778 180935 239245 781436 846769 862109 1105980 92678 131780 150678 184116 505648 610954 712114 1926804 533284 949419 910361 911506 932100 960257 987501 1023448 1030570 1037916 1084472 1098736 1123626 1258401 1272178 1314969 1346062 1352391 1377750 1497272 1528971 1565222 1566195 1629445 1703897 1718292 1860361 1877715 1878055 1886337 1938822 1996679 2014781 2068775 2076475 2226595 2258855 573804 903714 1582153 1139898 1403571 1512168 1608550 1860884 1998497 1349016 1350192 1638716 809918 1266168 1726513 18780 1108879 1047263 373182 1421643 57616 568550 2141453 1118986 1122925 1152366 1249533 1268714 1378307 1573557 1619770 1737646 1791967 1796006 1878050 1156673 1434269 2175781 534272 1896408 278509 1108868 581863 249384 673101 1451236 140233 708423 1064641 1351112 1484544 2234715 228628 279430 296180 890376 1274537 1353610 2104115 377119 557671 621494 722753 740570 801692 1336240 2239685 56620 1005650 177868 294614 4449 10821 19685 119775 120646 200180 200929 341631 386399 398755 415226 435540 462957 474284 486709 514773 519686 530917 584145 634800 677302 792080 794032 817651 830901 836226 1144918 1493539 1565250 1874320 2227394
1646608,86274 937798 1353294 1726576 1222335 108069 637230 2010045 920493 1276973 1326853 2104510 452542 154185 337144 55289 1109704 1214962
548881,10951 10951 123113 1717926 1832338 1206789 1206789 859025 1810044 2071145 2171448 308398 897748 402538 782302 241424 112974 550461 18338 1748394 125040 2145231 892266 984197 1290332 1335059 375198 1988146 1079278 1025304 2148361 561595 2228841 2228841 1235168 1651731 769886 1355566 1365608 1708010 394121 561905 1734866 267733 744232 1797748 1486126 2019446 777515 1018076 1047577 1047577 1407349 1583546 910089 1199770 1856008 1662128 936276 1064813 1149972 25095 661358 678591 1517362
1409048,340873 340873 340873 1259500 1259500 1259500 1509560 1658596 1658596 1658596 1995531 1995531 1995531 1040223 1040223 1040223 1086416 1086416 1086416 1867262 1867262 1867262 774860 774860 774860
1105949,326936 881854 442334 1261968 252862 470196 1508783 887268 554949 910272 1772198 1959935 308939 303443 1723984 106577 1765928 1236126 1937779 637053 851741 928159 1112361
286759,2236050 1060946 1664197 1482575 1922137 667657 938315 1645200 1804797 2063392 1059519 1736484 2071962 2135477 1086880 1370811 2035525 827692 1195279
950318,1316908 1349883 772812
41009,428606 827041 863425 1225680 1698249 2124527 1029758 1531457 1573546 199656 1819448 926841 1592115 1138474 84587 1956351 643702 2034501 1994425 2234486 336248 1308254 246701 656419 1176104 1375484 637278 56140 253685 253685 1492021 1862142 2228833 114875 1398925 2080354 915032 2097253 376081 644357 261035 330114 1839925 2038704 1934756 2026989 1474631 1503866 2181493 129720 1258284 2058482 1357171
55,191340 507841 649131 847068 878611 878853 883792 916062 998325 1003588 1028676 1039736 1044866 1057692 1065523 1131277 1162408 1175552 1182092 1224097 1232116 1234065 1246911 1254356 1279252 1306853 1311582 1315957 1330500 1334503 1334565 1355338 1389913 1390814 1412697 1432571 1480374 1487068 1501821 1503094 1514435 1561133 1609130 1614166 1627327 1629211 1647435 1659666 1674347 1686687 1690254 1692285 1704151 1704638 1796849 1807352 1813933 1842828 1845348 1874507 1892017 1917226 1935912 1964990 1974662 2006004 2069862 2088058 2107137 2116002 2135162 2144025 2152937 2169279 2172944 2219269 2233795 2235159 2242701 68389 529078 1038114 1114808 1221789 1358815 1715897 1846507 1988335 2050391 2172928 2239313 1309499 1503337 1567825 2248734 913529 1040990 1058984 1149308 1246558 1265959 1292671 1294041 1358761 1394715 1401976 1412366 1441833 1470552 1495079 1505207 1513936 1598603 1619343 1671418 1728999 1768979 1779715 1912963 1914211 1923712 1963658 2020050 2139275 2188615 2188967 2239080 2254072 1998820 1384633 1689507 2185666 446774 1272277 50011 267444 292208 2033860 1127766 801725 1988643 2253161 1314361 1368392 427328 569149 590824 778747 787670 842748 1051834 2089307 2092511 2228319 914441 1017616 1030869 1208855 1236357 1247571 1253687 1291570 1318932 1321344 1333822 1348168 1402396 1421288 1453295 1471568 1484358 1516256 1536069 1561911 1562350 1645597 1696592 1709669 1737538 1844943 1868160 1953648 1996769 2047193 2130152 2133149 2160386 52775 616823 810770 855331 122970 129165 164850 178422 209987 222469 294906 330142 337774 396571 413987 600193 600343 655318 861633 1226103 300323 545233 580095 744480 1117699 1120846 2001305 68780 360533 372994 494493 787171 55193 75169 82669 128962 167677 275203 400432 402085 415677 424703 433440 479932 530550 548812 561429 605718 618099 645843 720336 761011 782195 869430 160532 360278 449667 590988 823685 847721 947880 1315501 2227977 2060463 151248 251879 264821 372836 697076 153324 169774 491228 762178 919007 2001206 166298 440944 753581 222631 250051 1845523 1389430 228600 391835 1283236 418934 468963 671895 816840 951610 991821 1129545 1406810 1705250 1740617 2052277 24074 40294 375645 389256 415449 838147 368324 538215 601175 627473 674836 732607 1218501 1691264 82789 241121 248390 699144 1169763 1340284 157653 269210 293806 515706 566388 609556 640178 690310 749124 2101279 138408 185529 341916 577846 602590 636227 716659 742557 778260 794747 857434 873533 1002385 1235117 1341262 1596644 1842680 1978555 77268 161497 366499 500411 563378 1231847 1809054 1993390 783611 110515 375494 801400 849805 949475 374924 583593 1230662 1490929 1717868 401485 862499 108616 649955 1213444 1564558 685489 2238930 803603 2160850 2203516 1231449 145200 1369596 1464112 1874629 529900 282173 317855 462613 836602 1051041 20444 1204075 1376095 1617887 717808 102768 139335 243218 258012 312517 369796 464497 596639 701621 707333 739353 767668 791391 810900 819589 844326 860343 518886 2148216 1111248 605597 651888 25304 362297 747730 965304 1068666 1417252 1647084 400429 1559958 2189241 1330055 2126038 2228219 1425243 599636 1473948 434255 136767 417586 633416 662811 889545 1258466 1639193 1973900 2071330 2182966 2020967 25103 36459 348351 419865 569738 809176 836220 1791611 652442 852486 487867 1374577 1575412 1767867 2170187 860367 1762246 156007 1748110 1032043 1275261 188583 441364 1012283 1124696 1782482 1613009 2097673 299391 1106983 1170435 1350211 1426341 1930652 2100017 733638 1477509 869813 1709794 2161270 2187821 1392908 1638417 1886009 443598 452096 686632 745317 1475480 1743955 15471 42966 69178 179163 217562 322106 341809 367455 380270 393613 411010 666181 768943 824229 836932 837051 839470 533875 1404308 1598529 1909176 2221713 433613 640883 1006063 617344 1087938 1147447 1200417 1263351 1309753 1634096 1693618 2145125 85184 1134037 1258087 1545364 1669282 2169998 441057 542459 1605108 311565 520007 821861 2213984 805860 1088098 2507 757830 1373323 1754410 75356 197854 283152 501918 847749 1079496 1130940 2243047 427091 478547 567439 589720 867779 1058628 1200622 1618919 2043565 2086146 493623 1281589 1347683 1360578 1521193 1600372 1805568 1822770 2139295 341776 1166498 1598298 2010142 2188174 423069 824805 918326 1165889 2149929 511272 733374 629576 1224720 434161 47028 95899 295041 812510 1296398 2054919 109868 224005 285210 429669 1131748 19294 144775 178136 372043 391076 2031585 1604996 443903 520682 885156 981085 1000445 1409438 1637203 1792050 1819740 2140444 2232203 1290673 1079484 1081944 397455 1034482 1157610 1338645 2069581 1871885 1961041 327692 327786 607208 766130 787757 1113127 933473 1537119 1587177 138526 178497 800859 939887 1212786 1267968 1572902 1883848 657724 973193 1287246 1705023 1971149 1318181 1507925 2078331 1173588 493921 558232 898876 2067435 2223355 944768 1324071 2061699 683325 1611534 2025947 313273 1488589 1618867 1905878 2209422 571156 1336245 1481605 1183554 1153819 1268918 1420910 1268197 1299922 1328475 1457884 1482854 1976657 1095626 1588620 1639061 1665586 2014129 1303769 1493998 1958000
1818693,563526 2159237 825061 1151922 1924698 1304249
221258,1346273 1948464 1860792 1973231 2122904 323114
180300,2164178 385219 1051385 1806971 495937 1690545 339813 160397 186588 615659 299371 256869 1163815 1184601 523705 1303683 1996821 1162083 1916069 1073769 1040933 913395 2080120 2169021 2230422 1279939 1450456
1007696,726779 842196 219857 953186 1130588 695343 1609654 1633656 671756
1220693,1848682 604479 1614068 889329 1045348 1438661 1043881 1381094 1450269 411179 1317838 1594052 453615 2178560 329137 1188169
