AuthorId,PaperIds
2080775,1047104 2200312 280462 1467879
1449997,68165 91303 100922 180935 309836 362613 367603 416445 593640 639893 656215 673101 745076 825094 846769 854665 862109 901232 1036947 1084010 1138254 1148497 1184114 1279978 1280506 1428408 1573677 1610730 1635899 1755607 1844581 1865740 1965371 1996329 2069163 2086480 2099907 2169229 2199312 2238546 2256027 800233 1097999 1257890 2154495 278509 308173 347655 1139266 1146998 1280836 1775141 1782311 1820969 2017920 2092083 2095772 2105911 2221775 92678 942094 705603 2104398 521425 1451236 359251 1310231 1874320 514112 1896408 49808 508399 615668 1169850 1212140 1280735 1361252 1469797 1654274 1998497 1167317 2155392 110464 573804 679601 1233667 1289494 2011324 1783148 2217498 105701 136615 506329 534272 889233 907858 1249533 1463279 1481422 1517321 1631830 1778740 1796006 1808375 2142830 377119 557671 621494 722753 740570 801692 1118986 1122925 1152366 1268714 1378307 1573557 1737646 1878050 499044 708423 911506 1023448 1108879 1133014 1272178 1528971 2076475 2193101 1829174 56620 373182 1493539 1730862 10821 119775 120646 200180 200929 386399 462957 474284 486709 514773 519686 530917 634800 817651 836226 910361 932100 960257 987501 1030570 1037916 1084472 1098736 1123626 1258401 1346062 1352391 1377750 1434269 1497272 1566195 1629445 1703897 1718292 1877715 1878055 1886337 1996679 2014781 2068775 2226595 2258855 4449 398755 415226 584145 792080 1156673 1351112 2234715 1582153 228628 296180 903714 19685 341631 435540 677302 830901 1139898 1403571 1512168 1608550 1860884 809918 177868 294614 890376 1274537 533284 1619770 1526929 1767949 1197674 466488 2020270 284416 664519 769393 892111 1385325 233113 564160 1565250 325566 777932 783621 1565222 1860361 131780 150678 184116 505648 610954 712114 949588 977723 983689 1009518 1298837 1818632 1919320 1938822 1956006 2166429 2208799 2246338 279430 121710 178846 231011 491778 882996 1324722 1518830 2117011 406487 1392515 640020 1257143 1548583 239245 781436 1389825 1569718 1791967 1353610 948733 1005650 1108868 1105980 1134778 949419 2175781 2239685 1144918 2227394 581863 1336240 249384 1047263 1064641 2141453 140233 18780 1266168 1726513 1926804 1421643 57616 1311344 1349016 1638716 997095 1350192 1314969 1539429 568550 1589355 1722180 1484544 2104115 794032
1646608,1214962 86274 1353294 2010045 920493 937798 1726576 108069 637230 1109704 1276973 1326853 1222335 154185 337144 2104510 452542 55289
548881,859025 936276 1047577 1047577 123113 10951 10951 241424 550461 769886 2171448 897748 910089 1988146 2145231 402538 782302 2019446 1206789 1206789 1734866 1199770 1856008 777515 2071145 1583546 1810044 1486126 1662128 1748394 1064813 2228841 2228841 267733 984197 1335059 1832338 1517362 25095 661358 561905 1355566 1407349 375198 1149972 1290332 561595 744232 1018076 308398 892266 18338 1365608 1708010 1235168 1651731 678591 1079278 112974 125040 1025304 1717926 394121 1797748 2148361
1409048,1086416 1086416 1086416 1509560 1259500 1259500 1259500 340873 340873 340873 1658596 1658596 1658596 774860 774860 774860 1995531 1995531 1995531 1867262 1867262 1867262 1040223 1040223 1040223
1105949,887268 1765928 1772198 106577 470196 881854 1112361 303443 326936 1261968 637053 554949 1236126 1508783 308939 252862 851741 910272 1937779 442334 928159 1723984 1959935
286759,1736484 2135477 1482575 1922137 1645200 1804797 2063392 1059519 2071962 827692 1060946 1664197 2236050 667657 2035525 1195279 1086880 1370811 938315
950318,772812 1316908 1349883
41009,656419 2234486 1474631 1029758 246701 1531457 336248 643702 1308254 1934756 1994425 1862142 863425 199656 2034501 2124527 1956351 1819448 330114 637278 1258284 1573546 926841 644357 2181493 827041 1398925 1592115 114875 428606 1225680 2080354 56140 1503866 2097253 376081 915032 1375484 1839925 2228833 261035 2038704 253685 253685 1176104 1357171 84587 2026989 1138474 1698249 1492021 129720 2058482
55,191340 889545 1705250 68389 529078 1917226 2145125 1963658 2242701 507841 649131 1958000 2253161 1087938 847068 160532 418934 449667 468963 590988 671895 816840 1218501 1258466 1691264 2001206 1051834 2089307 2185666 138408 185529 341916 563378 602590 636227 716659 742557 778260 857434 1040990 1149308 1246558 1265959 1292671 1358761 1394715 1401976 1441833 1470552 1495079 1505207 1513936 1598603 1619343 1671418 1728999 1779715 1914211 1923712 2020050 2139275 2188615 2188967 2239080 55193 75169 82669 128962 167677 275203 400432 402085 415677 424703 433440 530550 548812 561429 605718 618099 645843 761011 782195 869430 878611 878853 916062 998325 1028676 1065523 1131277 1162408 1182092 1246911 1254356 1279252 1334503 1390814 1412697 1432571 1487068 1503094 1514435 1629211 1647435 1674347 1692285 1704151 1796849 1807352 1813933 1842828 1892017 1935912 1964990 2069862 2088058 2116002 2169279 2233795 1314361 1575412 1767867 2060463 243218 596639 701621 707333 739353 767668 791391 844326 860343 1003588 1175552 1234065 1311582 1330500 1355338 1389913 1480374 1627327 1686687 1704638 2135162 2172944 122970 129165 164850 178422 222469 294906 330142 337774 396571 413987 600343 914441 1017616 1030869 1236357 1253687 1291570 1318932 1333822 1402396 1421288 1453295 1484358 1516256 1536069 1645597 1709669 1844943 1868160 1996769 2130152 2133149 2160386 1111248 1309753 567439 42966 69178 179163 217562 341809 367455 393613 666181 768943 836932 837051 839470 1224097 1232116 1306853 1334565 1845348 2061699 2107137 2152937 2219269 24074 40294 375645 389256 415449 838147 1038114 1114808 1221789 1358815 1715897 1846507 2050391 2239313 75356 1157610 282173 1226103 156007 1315957 1473948 2243047 2067435 366499 374924 1296398 188583 441364 1002385 1235117 1341262 1596644 1842680 1978555 391076 847749 368324 538215 674836 873533 951610 991821 1129545 1406810 1740617 2052277 109868 251879 169774 491228 762178 965304 1417252 1647084 440944 1618919 2043565 2086146 1303769 2097673 224005 2020967 518886 533875 1348168 1953648 947880 1315501 2227977 629576 2071330 855331 949475 47028 360533 801400 1006063 144775 655318 1409438 1819740 2248734 662811 1127766 2160850 2203516 616823 919007 1079496 136767 633416 766130 1905878 1475480 313273 362297 607208 545233 981085 1369596 1106983 1170435 1350211 1224720 1318181 1809054 1993390 161497 248390 429669 589720 1537119 1748110 1762246 25103 36459 348351 419865 569738 809176 836220 1130940 1147447 1347683 1521193 1600372 1805568 157653 269210 1268918 360278 847721 1134037 427328 569149 590824 778747 787670 842748 1309499 1503337 1567825 1988643 1389430 1637203 311565 744480 443903 500411 801725 2148216 1404308 77268 617344 1124696 1212786 1374577 1488589 2101279 2182966 327692 2213984 145200 933473 1068666 427091 1545364 1598529 1709794 2161270 372836 1669282 1909176 609556 745317 1113127 1373323 2169998 82789 2078331 733638 1272277 1998820 2223355 1464112 250051 690310 1032043 1988335 327786 1420910 153324 1634096 446774 697076 1368392 1477509 372994 515706 1617887 1290673 1604996 285210 1324071 283152 501918 601175 52775 264821 753581 178136 443598 452096 487867 1117699 1120846 1173588 2139295 1258087 295041 1971149 2033860 2100017 433613 571156 1200417 1340284 2140444 293806 640178 1263351 380270 918326 699144 1200622 1425243 599636 2001305 375494 1426341 566388 400429 2149929 19294 50011 108616 151248 267444 292208 2092511 2228319 25304 2170187 757830 810770 2047193 627473 583593 652442 852486 1384633 1457884 1689507 1791611 95899 423069 749124 812510 823685 862499 1587177 1613009 1754410 166298 478547 580095 1166498 2188174 520682 300323 1845523 1330055 2126038 520007 1267968 1561133 1572902 1886009 2054919 462613 836602 1639193 20444 68780 110515 222631 494493 685489 787171 787757 939887 1012283 1051041 1058628 1165889 1208855 1213444 1283236 1490929 1618867 1974662 228600 372043 686632 1088098 1275261 2172928 1737538 209987 542459 600193 657724 861633 1247571 1336245 1471568 1501821 1561911 1562350 1609130 1874507 1973900 2235159 197854 441057 944768 1000445 1321344 1717868 1782482 1792050 2232203 102768 258012 401485 529900 577846 649955 913529 1204075 1412366 1605108 2025947 2238930 2254072 411010 417586 479932 605597 640883 683325 783611 805860 824805 860367 1039736 1044866 1268197 1299922 1392908 1507925 1564558 1588620 1611534 1638417 1639061 1665586 1696592 2006004 2010142 2014129 2144025 2209422 241121 317855 391835 1034482 1131748 1231847 1338645 1598298 1930652 2069581 2228219 2507 15471 85184 138526 139335 178497 299391 312517 322106 341776 369796 397455 434161 434255 464497 493623 493921 511272 558232 651888 717808 720336 732607 733374 747730 794747 800859 803603 810900 819589 821861 824229 849805 867779 869813 883792 885156 898876 973193 1057692 1058984 1079484 1081944 1095626 1153819 1169763 1183554 1230662 1231449 1281589 1287246 1294041 1328475 1360578 1376095 1481605 1482854 1493998 1559958 1614166 1659666 1690254 1693618 1705023 1743955 1768979 1822770 1871885 1874629 1883848 1912963 1961041 1976657 2031585 2187821 2189241 2221713
