AuthorId,PaperIds
2080775,1047104 2200312 280462 1467879
1449997,278509 347655 521425 846769 1138254 1146998 1280836 1451236 1755607 1775141 1820969 2069163 2092083 2155392 2221775 557671 621494 740570 801692 1122925 1268714 1378307 1573557 1737646 1878050 49808 91303 92678 180935 362613 367603 416445 593640 615668 656215 673101 745076 800233 854665 862109 1036947 1084010 1097999 1148497 1167317 1169850 1184114 1233667 1257890 1280506 1310231 1610730 1635899 1782311 1844581 1865740 1996329 2099907 2104398 2169229 2238546 2256027 19685 56620 68165 110464 573804 705603 792080 825094 901232 1139266 1212140 1279978 1280735 1361252 1403571 1428408 1469797 1829174 2086480 2095772 2105911 2193101 2199312 100922 136615 308173 309836 359251 506329 639893 907858 1156673 1463279 1517321 1573677 1582153 1778740 1808375 1965371 2017920 2142830 296180 508399 830901 889233 1352391 1392515 1654274 1783148 2011324 2217498 284416 634800 679601 903714 960257 1385325 1526929 1767949 1896408 2020270 2154495 105701 499044 514112 1108879 1123626 1258401 1377750 2076475 377119 722753 1118986 1152366 200180 228628 386399 530917 533284 534272 769393 817651 1133014 1434269 2258855 233113 584145 942094 1619770 1631830 406487 708423 1497272 1629445 564160 664519 781436 892111 1139898 1389825 1569718 1608550 1791967 1996679 2068775 239245 1084472 1730862 1874320 2226595 150678 462957 505648 610954 712114 949419 983689 1566195 1919320 2246338 200929 514773 519686 836226 932100 1030570 1098736 1289494 1298837 1481422 1493539 1703897 1878055 1938822 2014781 120646 249384 486709 1324722 1565222 1860361 1796006 882996 1037916 119775 911506 1023448 1528971 1860884 341631 948733 1818632 1346062 1718292 1886337 2117011 10821 373182 474284 640020 910361 987501 1249533 2175781 131780 231011 491778 1005650 1009518 1144918 1336240 1512168 1518830 1956006 2239685 121710 809918 1108868 1539429 1877715 140233 178846 1064641 1134778 1257143 1272178 184116 325566 466488 777932 977723 1548583 2166429 2208799 949588 2227394 1197674 1353610 279430 435540 677302 783621 1351112 415226 4449 398755 2234715 177868 1105980 1998497 294614 890376 1274537 1565250 1047263 581863 1421643 18780 57616 1266168 1311344 1638716 1726513 1314969 1349016 1722180 2104115 568550 1350192 1589355 1926804 997095 1484544 2141453 794032
1646608,1214962 1353294 86274 2010045 1276973 920493 1109704 108069 937798 637230 1726576 1222335 1326853 337144 2104510 154185 452542 55289
548881,859025 910089 1047577 1047577 1018076 10951 10951 1407349 2171448 123113 241424 897748 1583546 1486126 1734866 936276 777515 2071145 2145231 550461 769886 1206789 1206789 1832338 1748394 1988146 1810044 1856008 1290332 1149972 402538 1355566 2228841 2228841 1199770 782302 1064813 2019446 561905 661358 25095 308398 267733 1365608 1662128 1708010 1235168 1651731 678591 1517362 1335059 125040 1025304 1717926 892266 561595 984197 18338 375198 112974 744232 1079278 1797748 394121 2148361
1409048,1509560 340873 340873 340873 1995531 1995531 1995531 774860 774860 774860 1086416 1086416 1086416 1259500 1259500 1259500 1658596 1658596 1658596 1040223 1040223 1040223 1867262 1867262 1867262
1105949,887268 1765928 470196 106577 1772198 1112361 881854 303443 326936 554949 1261968 637053 1508783 442334 1937779 308939 1236126 851741 910272 928159 252862 1723984 1959935
286759,1736484 2135477 1482575 1645200 1922137 2063392 1060946 1664197 2035525 1804797 667657 2071962 1086880 1370811 1059519 827692 2236050 1195279 938315
950318,772812 1316908 1349883
41009,114875 1474631 2234486 1492021 1258284 656419 1994425 1934756 637278 1592115 246701 1531457 56140 1375484 2080354 2228833 376081 428606 863425 330114 644357 1956351 1398925 1862142 1225680 336248 643702 1819448 2034501 926841 1308254 1573546 1029758 2124527 199656 827041 915032 1839925 1503866 2181493 1698249 2097253 2038704 261035 253685 253685 84587 1138474 1176104 2058482 2026989 129720 1357171
55,68389 191340 1917226 529078 1705250 1963658 2145125 507841 847068 889545 2242701 2253161 1958000 649131 1087938 415449 2239313 580095 1200417 400429 2101279 251879 360278 366499 462613 652442 778747 787670 836602 842748 852486 855331 1503337 1639193 2243047 360533 427328 538215 545233 569149 590824 674836 1068666 1309499 1309753 1369596 1567825 2047193 283152 847721 1134037 1420910 1561133 151248 157653 374924 440944 1464112 1618919 1988643 2043565 2086146 362297 690310 801725 1157610 1296398 1303769 1709794 1809054 1993390 2161270 2248734 47028 248390 375494 500411 501918 616823 919007 949475 981085 1124696 1224720 1348168 1426341 1598529 1748110 1953648 82789 136767 161497 269210 533875 640178 1113127 1762246 2078331 2148216 68780 153324 368324 494493 518886 749124 787171 1208855 1213444 1350211 1634096 1905878 1971149 2213984 293806 433613 567439 609556 733638 766130 1079496 1263351 1374577 1490929 1537119 1791611 108616 169774 429669 762178 862499 1170435 1258087 1318181 1389430 1409438 1613009 1647084 599636 965304 1106983 1267968 1417252 1572902 1604996 2149929 2228319 50011 110515 145200 267444 292208 491228 629576 633416 745317 847749 933473 1283236 1315957 1324071 1373323 1384633 300323 313273 1754410 1819740 1845523 1998820 2092511 2160850 2203516 443598 452096 1006063 1120846 1477509 1617887 1689507 222631 396571 600343 697076 1051834 1117699 2089307 2185666 285210 487867 561429 583593 627473 1935912 2139295 69178 122970 167677 337774 402085 413987 563378 657724 685489 716659 1012283 1306853 1404308 1598603 1647435 2140444 75169 178136 228600 311565 330142 372043 391076 636227 810770 1236357 1291570 1321344 1536069 1792050 2001206 2172928 2182966 2188967 164850 294906 1166498 1516256 2188174 2219269 2235159 250051 478547 530550 589720 600193 645843 767668 944768 1000445 1247571 1394715 1470552 1488589 1495079 1545364 1704151 1892017 2088058 20444 209987 327786 520007 861633 1003588 1040990 1065523 1079484 1212786 1358761 1390814 1471568 1501821 1561911 1562350 1609130 1874507 2071330 2233795 144775 178422 185529 222469 418934 443903 468963 617344 671895 787757 816840 939887 1058628 1232116 1258466 1290673 1318932 1587177 1909176 1976657 2061699 82669 129165 160532 197854 341916 380270 427091 449667 590988 837051 1051041 1162408 1165889 1173588 1182092 1218501 1246558 1268918 1333822 1421288 1627327 1629211 1691264 1709669 1996769 2126038 156007 327692 424703 441057 577846 1131277 1254356 1330055 1425243 1692285 1715897 1871885 1961041 1964990 2054919 2223355 95899 179163 618099 812510 836932 838147 857434 878611 878853 913529 1334565 1412366 1674347 1807352 2014129 2069862 2139275 2152937 2254072 138408 375645 520682 778260 839470 1114808 1813933 1846507 19294 415677 569738 571156 605718 607208 739353 998325 1130940 1279252 1334503 1457884 1639061 1686687 1779715 2010142 2160386 433440 757830 1246911 1514435 1575412 1704638 2067435 2135162 2172944 55193 341809 548812 602590 914441 1030869 1147447 1253687 1292671 2130152 295041 348351 393613 423069 542459 707333 768943 1111248 1336245 1596644 2133149 411010 419865 655318 1039736 1044866 1226103 1314361 1728999 1868160 1973900 2006004 102768 224005 258012 1473948 1717868 1842680 128962 732607 844326 849805 869430 947880 1234065 1315501 1432571 1480374 1487068 1696592 1796849 1844943 1923712 2060463 40294 742557 824805 1358815 1401976 1441833 1505207 1671418 2050391 2239080 782195 951610 1028676 1230662 1311582 1412697 1842828 2020050 2144025 166298 434255 1169763 1513936 803603 885156 1619343 1805568 1974662 24074 596639 683325 1038114 1503094 1743955 801400 809176 1224097 1521193 1600372 1845348 2107137 479932 1235117 2169279 2189241 188583 217562 701621 860343 1002385 1175552 1645597 42966 367455 666181 1347683 1914211 25103 1978555 1475480 791391 991821 1127766 1402396 1559958 1740617 2052277 75356 282173 1221789 1330500 1355338 2097673 243218 973193 1129545 1389913 873533 1268197 1406810 1737538 1767867 77268 275203 400432 747730 761011 823685 836220 916062 1017616 1081944 1183554 1484358 1886009 2116002 389256 441364 1149308 1204075 1231449 1265959 1453295 1930652 2100017 2188615 662811 686632 744480 1231847 1341262 1598298 1782482 2025947 2221713 2232203 36459 391835 434161 511272 515706 566388 699144 720336 1034482 1131748 1153819 1200622 1368392 1988335 2020967 2069581 2170187 2209422 2507 25304 52775 109868 241121 264821 317855 372994 401485 417586 446774 493623 529900 558232 640883 649955 753581 783611 805860 1058984 1095626 1272277 1287246 1299922 1338645 1340284 1376095 1392908 1482854 1564558 1605108 1638417 1665586 1669282 1693618 1883848 2001305 2033860 2169998 2228219 2238930 15471 85184 138526 139335 178497 299391 312517 369796 372836 397455 464497 601175 605597 651888 717808 733374 794747 800859 810900 819589 867779 869813 898876 918326 1032043 1057692 1275261 1281589 1294041 1360578 1481605 1493998 1507925 1611534 1614166 1637203 1690254 1768979 1822770 1874629 1912963 2187821 322106 341776 493921 821861 824229 860367 883792 1088098 1328475 1588620 1659666 1705023 2031585 2227977 1618867
