AuthorId,PaperIds
2080775,1047104 2200312 280462 1467879
1449997,91303 901232 1036947 1084010 1138254 1139266 1146998 1167317 1212140 1279978 1280506 1280735 1280836 1361252 1428408 1469797 1573677 1610730 1635899 1654274 1755607 1775141 1782311 1865740 1965371 1996329 2017920 2069163 2086480 2092083 2095772 2099907 2104398 2105911 2155392 2169229 2199312 2238546 2256027 639893 949588 977723 983689 1009518 1298837 1818632 1919320 1956006 2166429 2208799 882996 1324722 1518830 2117011 1148497 1184114 1844581 1389825 1569718 105701 1783148 2217498 1820969 499044 1097999 1257890 2154495 892111 1385325 49808 68165 100922 233113 284416 308173 309836 347655 362613 367603 416445 508399 564160 593640 615668 664519 745076 769393 825094 854665 800233 1392515 1289494 1257143 1548583 1526929 1767949 705603 1133014 1829174 1197674 2193101 997095 2246338 1310231 1233667 889233 2142830 2221775 1539429 1169850 1730862 1134778 1311344 2011324 514112 110464 679601 521425 907858 325566 777932 783621 1631830 406487 656215 942094 1589355 1722180 2020270 359251 136615 506329 1463279 1481422 1517321 1778740 1808375 466488 180935 573804 846769 862109 92678 948733 121710 178846 231011 491778 640020 903714 239245 781436 1105980 131780 150678 184116 505648 610954 712114 910361 911506 932100 960257 987501 1023448 1030570 1037916 1084472 1098736 1123626 1258401 1272178 1314969 1346062 1352391 1377750 1497272 1528971 1565222 1566195 1629445 1703897 1718292 1860361 1877715 1878055 1886337 1938822 1996679 2014781 2068775 2076475 2226595 2258855 809918 1350192 1421643 1926804 373182 533284 1582153 1139898 1403571 1512168 1608550 1860884 1998497 949419 1108879 1266168 1349016 1638716 1726513 1047263 57616 1896408 2175781 1434269 18780 1118986 1122925 1152366 1249533 1268714 1378307 1573557 1619770 1737646 1791967 1796006 1878050 140233 1108868 279430 581863 2141453 1064641 1351112 1484544 2234715 278509 534272 568550 890376 1274537 1353610 228628 296180 673101 708423 1156673 1336240 1451236 2104115 2239685 377119 557671 621494 722753 740570 801692 249384 56620 4449 10821 19685 119775 120646 177868 200180 200929 294614 341631 386399 398755 415226 435540 462957 474284 486709 514773 519686 530917 584145 634800 677302 792080 794032 817651 830901 836226 1005650 1144918 1493539 1565250 1874320 2227394
1646608,86274 937798 1726576 1109704 108069 637230 1222335 920493 2010045 452542 1214962 337144 1276973 154185 1353294 1326853 55289 2104510
548881,10951 10951 859025 1206789 1206789 1717926 1832338 123113 1810044 402538 782302 112974 2171448 2071145 897748 308398 984197 1335059 18338 241424 2145231 375198 1748394 2148361 550461 1079278 561595 125040 1025304 892266 1290332 2228841 2228841 1988146 1355566 769886 1235168 1651731 2019446 1734866 1797748 394121 1365608 1708010 1407349 1486126 267733 1018076 1199770 1856008 910089 1047577 1047577 561905 777515 1583546 744232 1662128 1517362 1064813 1149972 936276 25095 661358 678591
1409048,340873 340873 340873 1259500 1259500 1259500 1658596 1658596 1658596 1509560 1995531 1995531 1995531 1040223 1040223 1040223 1086416 1086416 1086416 1867262 1867262 1867262 774860 774860 774860
1105949,326936 442334 881854 252862 1261968 470196 554949 106577 887268 308939 910272 1772198 1959935 1723984 1508783 1765928 1937779 303443 637053 1236126 851741 1112361 928159
286759,2236050 667657 1060946 1664197 1922137 938315 1645200 1804797 2063392 1482575 1059519 1736484 2071962 2135477 1086880 1370811 2035525 827692 1195279
950318,1316908 1349883 772812
41009,1956351 1862142 863425 376081 428606 637278 827041 246701 336248 643702 1819448 1176104 1503866 2097253 1308254 84587 253685 253685 1934756 261035 2124527 2234486 1225680 56140 1994425 2034501 2038704 644357 1531457 199656 114875 926841 1398925 1592115 1492021 1573546 915032 1375484 1839925 2080354 2228833 330114 656419 1357171 1138474 2181493 1029758 1258284 2026989 1698249 129720 2058482 1474631
55,68389 191340 507841 529078 649131 847068 878611 878853 883792 916062 998325 1003588 1028676 1039736 1044866 1057692 1065523 1131277 1162408 1175552 1182092 1224097 1232116 1234065 1246911 1254356 1279252 1306853 1311582 1315957 1330500 1334503 1334565 1355338 1389913 1390814 1412697 1432571 1480374 1487068 1501821 1503094 1514435 1561133 1609130 1614166 1627327 1629211 1647435 1659666 1674347 1686687 1690254 1692285 1704151 1704638 1796849 1807352 1813933 1842828 1845348 1874507 1892017 1917226 1935912 1964990 1974662 2006004 2069862 2088058 2107137 2116002 2135162 2144025 2152937 2169279 2172944 2219269 2233795 2235159 2242701 1038114 1114808 1221789 1358815 1715897 1846507 1988335 2050391 2172928 2239313 2248734 1309499 1384633 1503337 1567825 1689507 913529 1040990 1058984 1149308 1246558 1265959 1292671 1294041 1358761 1394715 1401976 1412366 1441833 1470552 1495079 1505207 1513936 1598603 1619343 1671418 1728999 1768979 1779715 1912963 1914211 1923712 1963658 2020050 2139275 2188615 2188967 2239080 2254072 1226103 1988643 1272277 2185666 122970 129165 164850 178422 209987 222469 294906 330142 337774 396571 413987 600193 600343 655318 861633 52775 151248 446774 810770 1127766 264821 300323 580095 823685 2001305 250051 372994 801400 1998820 2033860 2060463 222631 744480 2253161 1314361 153324 427328 569149 590824 778747 787670 842748 914441 1017616 1030869 1208855 1236357 1247571 1253687 1291570 1318932 1321344 1333822 1348168 1402396 1421288 1453295 1471568 1484358 1516256 1536069 1561911 1562350 1645597 1696592 1709669 1737538 1844943 1868160 1953648 1996769 2047193 2130152 2133149 2160386 360278 616823 847721 2092511 2228319 697076 801725 1283236 1368392 1051834 2089307 50011 267444 292208 849805 169774 228600 248390 372836 491228 762178 55193 75169 82669 128962 167677 275203 400432 402085 415677 424703 433440 479932 530550 548812 561429 605718 618099 645843 720336 761011 782195 869430 160532 366499 449667 590988 855331 293806 360533 401485 640178 749124 919007 1564558 68780 82789 145200 391835 440944 494493 583593 649955 732607 787171 1218501 1691264 1845523 947880 1315501 2227977 161497 374924 375494 500411 545233 563378 609556 627473 803603 862499 20444 251879 368324 418934 468963 538215 671895 674836 816840 1117699 1120846 1169763 1340284 2101279 24074 40294 375645 389256 415449 838147 77268 157653 166298 241121 269210 1231847 2001206 685489 783611 138408 185529 341916 577846 602590 636227 716659 742557 778260 794747 857434 529900 651888 282173 462613 836602 949475 1230662 1389430 951610 991821 1129545 1406810 1705250 1740617 2052277 108616 566388 1464112 601175 1490929 1717868 1002385 1235117 1341262 1596644 1842680 1978555 317855 515706 599636 605597 753581 873533 434255 652442 852486 25304 110515 362297 400429 690310 1213444 717808 747730 1809054 1993390 699144 2148216 2238930 2160850 2203516 102768 139335 243218 258012 312517 369796 464497 596639 701621 707333 739353 767668 791391 810900 819589 844326 860343 1374577 518886 1369596 1376095 1791611 1231449 1617887 1124696 2189241 889545 1204075 1748110 1874629 1111248 1330055 2126038 1473948 1575412 1767867 2228219 417586 2182966 136767 633416 1762246 860367 487867 1032043 1068666 1782482 640883 156007 1258466 1425243 1559958 2020967 188583 441364 1012283 1613009 299391 1106983 1170435 1350211 1426341 1973900 2097673 965304 1417252 1639193 1647084 25103 36459 348351 419865 569738 809176 836220 733638 869813 443598 452096 662811 1477509 1275261 686632 745317 1475480 1392908 1598529 2145125 1051041 1638417 2170187 15471 42966 69178 179163 217562 322106 341809 367455 380270 393613 411010 666181 768943 824229 836932 837051 839470 1079496 1909176 2100017 2187821 433613 533875 441057 1006063 1263351 1709794 2161270 2507 311565 520007 589720 1134037 1743955 2071330 197854 867779 1404308 1634096 423069 1087938 1088098 1200417 1545364 1605108 1754410 2243047 733374 805860 2169998 85184 567439 1669282 1886009 542459 617344 757830 1296398 1309753 1618919 2043565 2086146 2221713 283152 501918 824805 2232203 493623 47028 520682 1058628 1224720 1258087 1930652 478547 1637203 434161 511272 427091 821861 1318181 847749 918326 1130940 766130 19294 391076 1604996 1693618 75356 1166498 2149929 2188174 2213984 95899 295041 429669 812510 1281589 1347683 1360578 1521193 1600372 1805568 1822770 2139295 285210 787757 1173588 1267968 1572902 341776 109868 224005 372043 629576 1113127 1200622 1290673 1598298 1871885 1961041 2010142 443903 981085 1157610 657724 327786 1000445 1373323 1792050 885156 1147447 2031585 2054919 2140444 683325 178497 558232 944768 1079484 1131748 1165889 800859 1081944 1409438 1537119 1819740 493921 933473 1507925 1587177 138526 144775 178136 327692 607208 1338645 1611534 313273 1034482 1971149 2061699 2069581 571156 898876 1287246 1618867 973193 1883848 2078331 1481605 397455 1324071 1153819 1705023 2209422 939887 1183554 1976657 1488589 2025947 1212786 1268197 1268918 1299922 1665586 2223355 1336245 1420910 1482854 2067435 1095626 1303769 1328475 1457884 1958000 1493998 1639061 2014129 1588620 1905878
