AuthorId,PaperIds
2080775,1047104 2200312 280462 1467879
1449997,49808 68165 92678 110464 119775 136615 180935 231011 239245 278509 284416 294614 308173 309836 341631 347655 505648 530917 534272 615668 640020 656215 673101 705603 708423 712114 781436 862109 892111 1097999 1138254 1139266 1139898 1146998 1148497 1169850 1184114 1212140 1258401 1274537 1279978 1280506 1280735 1280836 1289494 1298837 1310231 1351112 1361252 1377750 1389825 1451236 1463279 1493539 1517321 1569718 1608550 1619770 1654274 1775141 1782311 1818632 1820969 1829174 1844581 1860884 1956006 1996329 2011324 2017920 2092083 2095772 2099907 2105911 2142830 2199312 2221775 91303 178846 359251 386399 462957 506329 564160 639893 777932 783621 800233 846769 977723 1122925 1156673 1167317 1257143 1257890 1268714 1497272 1518830 1548583 1755607 1808375 1878050 2068775 2069163 2155392 2208799 2258855 19685 362613 367603 377119 416445 508399 521425 557671 573804 593640 745076 825094 854665 901232 942094 1036947 1118986 1378307 1428408 1469797 1610730 1635899 1865740 2020270 2169229 2238546 2256027 740570 296180 406487 1133014 1233667 1353610 2086480 2104398 100922 200929 486709 533284 621494 801692 932100 1084010 1573557 1573677 1703897 1737646 1783148 1965371 2154495 2175781 2217498 2227394 105701 279430 499044 722753 1152366 1421643 1512168 1778740 1791967 1346062 1392515 1631830 10821 56620 466488 514112 907858 987501 57616 679601 1582153 1896408 228628 889233 903714 1481422 1526929 1767949 2193101 233113 373182 1385325 1796006 1874320 1108879 1311344 1722180 2076475 769393 1197674 664519 830901 911506 1023448 1249533 1403571 1528971 140233 1064641 634800 960257 1005650 1123626 792080 1349016 1352391 200180 610954 809918 1272178 18780 817651 949419 1434269 1539429 2014781 120646 1718292 1938822 150678 491778 836226 882996 1134778 1314969 1324722 1998497 2239685 2246338 983689 997095 1144918 1336240 1730862 1919320 131780 1009518 1108868 2117011 121710 1084472 1565222 1860361 1629445 325566 249384 474284 949588 184116 514773 568550 948733 1566195 1886337 1996679 2166429 584145 2226595 1037916 435540 677302 910361 415226 177868 519686 1878055 1030570 1098736 4449 398755 1877715 2234715 890376 1105980 1565250 1047263 581863 1638716 1266168 2141453 2104115 1726513 1350192 1484544 1926804 1589355 794032
1646608,1214962 86274 1353294 2010045 1109704 1276973 937798 637230 108069 1222335 920493 1726576 337144 1326853 2104510 452542 154185 55289
548881,25095 859025 1047577 1047577 1407349 1832338 241424 910089 1988146 1206789 1206789 1355566 1486126 1810044 10951 10951 1734866 936276 1583546 1748394 123113 897748 1018076 550461 2171448 769886 1290332 2145231 112974 402538 1025304 1797748 892266 1199770 744232 782302 1335059 1708010 2019446 1079278 2071145 267733 777515 1856008 1149972 2228841 2228841 561905 661358 1064813 1365608 1235168 1651731 1662128 1517362 308398 394121 1717926 125040 375198 678591 984197 561595 18338 2148361
1409048,774860 774860 774860 1086416 1086416 1086416 1509560 340873 340873 340873 1995531 1995531 1995531 1259500 1259500 1259500 1658596 1658596 1658596 1040223 1040223 1040223 1867262 1867262 1867262
1105949,887268 106577 1765928 470196 1772198 1112361 881854 303443 442334 554949 326936 1508783 851741 1236126 637053 1261968 252862 308939 910272 928159 1723984 1937779 1959935
286759,1482575 1736484 2135477 1804797 2063392 2035525 667657 1922137 1645200 1060946 1664197 1086880 1370811 827692 1059519 2071962 2236050 938315 1195279
950318,772812 1316908 1349883
41009,114875 1474631 2234486 2080354 1592115 1862142 1994425 330114 644357 926841 2228833 376081 915032 1225680 1492021 261035 2034501 2097253 2124527 656419 1934756 1258284 1375484 428606 1698249 246701 1531457 199656 643702 637278 336248 56140 1398925 863425 1308254 1819448 1956351 1573546 827041 1029758 2181493 2038704 253685 253685 84587 1138474 1503866 1839925 1176104 2058482 2026989 129720 1357171
55,68389 191340 415449 529078 1917226 1963658 2145125 2242701 847068 1705250 2253161 360533 368324 507841 649131 855331 949475 1087938 1958000 599636 869430 1246558 1807352 889545 2239313 283152 462613 836602 1068666 1639193 400429 538215 580095 674836 778747 360278 567439 1404308 569149 1113127 1200417 1258087 1598529 427328 652442 787670 842748 852486 1309499 1503337 609556 847721 1134037 2149929 82789 590824 749124 1567825 285210 375494 640178 1426341 145200 545233 933473 1791611 151248 520682 1369596 1389430 1561133 2078331 501918 366499 144775 251879 478547 862499 1420910 1613009 2047193 2243047 153324 293806 391076 1208855 1263351 1634096 1988643 374924 518886 533875 1157610 47028 418934 1296398 1309753 1348168 1709794 1819740 1953648 2161270 157653 160532 311565 449667 468963 491228 590988 816840 1218501 1267968 1409438 1572902 1691264 2001206 68780 362297 494493 627473 671895 787171 1006063 1124696 1258466 1350211 2182966 161497 380270 500411 633416 1051834 1490929 1748110 1762246 2089307 2101279 2213984 136767 248390 269210 733638 766130 981085 1213444 1315957 1809054 1905878 1971149 1993390 2235159 110515 169774 571156 617344 762178 965304 1224720 1268918 1290673 1303769 1417252 1457884 50011 69178 267444 292208 327786 429669 443903 1079496 1106983 1306853 1324071 1384633 1647084 1689507 1998820 2092511 2228319 2248734 313273 427091 629576 690310 745317 1166498 1170435 1373323 1374577 1464112 1545364 1909176 2148216 2188174 589720 657724 1173588 1212786 1318181 1488589 2139295 108616 327692 487867 563378 636227 685489 716659 767668 801725 837051 847749 1012283 1598603 1617887 1627327 2067435 2185666 2188967 95899 433613 440944 443598 452096 616823 757830 812510 919007 1117699 1120846 1587177 1604996 1618919 2043565 2086146 2223355 179163 185529 250051 423069 569738 939887 1130940 1314361 1470552 2054919 2172928 178136 197854 348351 372043 402085 413987 419865 441057 520007 561429 1165889 1473948 1575412 1596644 1935912 2071330 75169 164850 167677 787757 857434 1051041 1147447 1182092 1315501 1390814 1394715 1537119 1647435 1715897 1892017 2139275 2160850 2203516 224005 228600 396571 600343 645843 885156 947880 1003588 1425243 1495079 1536069 1629211 1779715 1961041 19294 122970 138408 178422 209987 222469 337774 341916 424703 697076 778260 1040990 1065523 1283236 1318932 1421288 1471568 1709669 1842680 1871885 2088058 2233795 166298 295041 300323 618099 878611 878853 1131277 1162408 1254356 1477509 1561911 1674347 1692285 1792050 1845523 1964990 1973900 2069862 222631 542459 861633 1079484 1232116 1336245 1412366 1562350 1717868 1743955 2010142 2061699 2219269 156007 294906 330142 411010 683325 913529 1039736 1236357 1291570 1321344 1516256 1754410 2254072 530550 810770 1000445 1639061 1704151 1976657 2060463 129165 577846 583593 607208 1111248 1226103 1333822 1996769 2140444 102768 375645 600193 605718 732607 836932 838147 839470 944768 998325 1247571 1358761 1501821 1846507 1874507 2014129 20444 82669 739353 849805 1044866 1114808 1334565 1609130 2126038 2135162 40294 258012 1058628 1230662 1246911 1330055 1358815 1686687 1696592 1704638 2050391 2172944 415677 824805 1169763 2006004 2144025 2152937 2160386 42966 341809 367455 666181 803603 951610 1224097 1480374 1845348 1868160 2107137 24074 596639 707333 768943 1038114 2189241 217562 434255 602590 1347683 1521193 1600372 809176 1292671 1805568 2130152 55193 393613 433440 479932 701621 823685 836220 860343 1175552 1311582 1514435 1974662 548812 1235117 1330500 1355338 1401976 1432571 1441833 1671418 1728999 2133149 128962 188583 243218 742557 844326 1002385 1389913 1487068 1619343 1844943 1914211 1978555 791391 873533 991821 1279252 1334503 1406810 1740617 2052277 36459 782195 914441 1030869 1253687 1412697 1813933 1842828 1923712 662811 1028676 1503094 1796849 2020050 655318 1475480 1505207 1513936 1645597 2169279 2239080 75356 282173 801400 1127766 1129545 1221789 1341262 1402396 1767867 2097673 25103 109868 1149308 1234065 2188615 372994 2227977 264821 389256 446774 824229 883792 1032043 1265959 1368392 1659666 2001305 2020967 275203 441364 699144 744480 753581 761011 1272277 1453295 52775 317855 372836 391835 400432 401485 601175 783611 898876 916062 1017616 1131748 1200622 1231847 1392908 1484358 1598298 1611534 1618867 1637203 2116002 2507 85184 138526 493623 511272 821861 860367 867779 918326 1095626 1153819 1299922 1482854 1493998 1564558 1588620 1665586 1669282 1693618 1705023 2031585 2033860 2209422 77268 139335 369796 397455 434161 464497 515706 529900 605597 640883 649955 651888 686632 720336 800859 810900 819589 869813 1034482 1268197 1294041 1338645 1340284 1376095 1605108 1614166 1638417 1737538 1768979 1874629 1886009 1930652 2069581 2100017 2169998 2238930 15471 241121 341776 417586 566388 733374 794747 805860 973193 1057692 1081944 1204075 1275261 1481605 1507925 1912963 2170187 2221713 2228219 2232203 25304 178497 558232 717808 747730 1058984 1088098 1183554 1231449 1287246 1559958 1782482 1822770 1988335 2187821 299391 312517 493921 1281589 1328475 1360578 1690254 1883848 2025947 322106
