32239 189026 8 T
32239 193947 8 T
32239 359563 12 T
366627 282617 19 T
366627 375269 19 T
366627 473054 19 T
366627 728360 19 T
366627 759754 20 T
217676 32066 17 T
217676 131540 17 T
217676 137716 17 T
217676 165724 17 T
217676 301741 17 T
217676 344539 17 T
217676 376150 17 T
217676 385775 17 T
217676 407319 17 T
217676 430965 17 T
217676 485009 17 T
217676 486742 16 T
217676 520934 17 T
217676 524436 17 T
217676 616310 11 T
217676 658830 17 T
217676 693571 17 T
217676 710314 17 T
217676 712829 17 T
217676 732694 17 T
217676 739278 17 T
217676 743086 17 T
217676 797208 17 T
217676 798012 11 T
217676 828579 17 T
217676 11404 17 F
217676 28414 17 F
217676 71365 17 F
217676 116893 17 F
217676 169233 17 F
217676 188539 17 F
217676 205243 17 F
217676 209039 17 F
217676 223438 17 F
217676 245100 17 F
217676 258278 17 F
217676 273692 17 F
217676 281648 17 F
217676 301418 17 F
217676 324002 17 F
217676 337325 17 F
217676 338236 17 F
217676 424270 17 F
217676 429112 17 F
217676 439293 17 F
217676 441407 17 F
217676 509822 17 F
217676 537194 17 F
217676 551030 17 F
217676 555023 17 F
217676 594798 17 F
217676 612071 17 F
217676 655622 17 F
217676 660125 17 F
217676 677569 17 F
217676 678676 17 F
217676 721493 17 F
217676 723238 17 F
217676 734894 17 F
217676 760418 17 F
217676 765327 17 F
217676 768001 17 F
217676 768503 17 F
217676 872519 17 F
1576500 35838 11 T
1576500 52044 11 T
1576500 192631 11 T
1576500 311488 11 T
1576500 327804 11 T
1576500 338951 11 T
1576500 367243 11 T
1576500 403697 11 T
1576500 430720 11 T
1576500 557654 11 T
1576500 566760 11 T
1576500 599849 11 T
1576500 647550 11 T
1576500 656396 11 T
1576500 774224 11 T
1576500 566760 11 F
2192079 500799 15 T
2192079 529140 15 T
2192079 700653 15 T
2192079 251500 15 F
866354 106522 16 T
866354 202126 16 T
866354 234286 16 T
866354 301863 13 T
866354 312713 16 T
866354 450140 16 T
866354 477514 13 T
866354 808445 13 T
866354 823767 13 T
866354 826425 13 T
866354 828258 16 T
866354 209330 16 F
1685101 858215 18 T
1685101 630777 18 F
738935 7588 13 T
738935 33170 13 T
738935 36452 13 T
738935 42625 13 T
738935 46403 13 T
738935 75669 13 T
738935 84234 13 T
738935 114369 13 T
738935 145309 11 T
